START_DATE*,START_TIME,END_DATE*,END_TIME,CATEGORY*,TIME,START*,STOP*,MILES*,PURPOSE*
06-01-2016 13:10,01:10:00 PM,06-01-2016 13:39,01:05:00 AM,Business,01:46:00 PM,Morrisville,Cary,9.6,Meeting
06-03-2016 11:29,11:29:00 AM,06-03-2016 11:49,02:05:00 AM,Business,11:55:00 AM,Cary,Durham,10.4,Meeting
06-03-2016 13:08,01:08:00 PM,06-03-2016 13:38,03:05:00 AM,Business,02:36:00 PM,Durham,Cary,9.9,Meeting
06-03-2016 15:31,03:31:00 PM,06-03-2016 15:54,04:05:00 AM,Business,01:57:00 PM,Cary,Morrisville,6,Meal/Entertain
06-03-2016 18:14,06:14:00 PM,06-03-2016 18:29,05:05:00 AM,Business,12:34:00 PM,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
06-03-2016 18:41,06:41:00 PM,06-03-2016 18:53,06:05:00 AM,Business,10:51:00 AM,Morrisville,Cary,3.1,Errand/Supplies
06-03-2016 19:36,07:36:00 PM,06-03-2016 19:42,07:05:00 AM,Business,11:24:00 AM,Huntington Woods,Weston,1.7,Errand/Supplies
06-03-2016 22:47,10:47:00 PM,06-03-2016 23:06,08:05:00 AM,Business,11:29:00 AM,Morrisville,Cary,4,Between Offices
06-05-2016 14:03,02:03:00 PM,06-05-2016 14:33,09:05:00 AM,Business,09:18:00 AM,Whitebridge,Savon Height,7.8,Customer Visit
06-05-2016 15:06,03:06:00 PM,06-05-2016 15:22,10:05:00 AM,Business,07:02:00 PM,Cary,Morrisville,7.8,Customer Visit
06-05-2016 15:57,03:57:00 PM,06-05-2016 16:08,11:05:00 AM,Business,06:59:00 PM,Weston,Weston,3.8,Meal/Entertain
06-05-2016 18:05,06:05:00 PM,06-05-2016 18:14,12:05:00 PM,Business,07:08:00 PM,Morrisville,Cary,2.5,Meal/Entertain
06-05-2016 21:53,09:53:00 PM,06-05-2016 22:05,01:05:00 PM,Business,06:00:00 PM,Cary,Durham,9.9,Meeting
06-05-2016 23:52,11:52:00 PM,06-06-2016 00:08,02:05:00 PM,Business,03:12:00 PM,Durham,Cary,9.9,Meeting
06-06-2016 15:36,03:36:00 PM,06-06-2016 15:45,03:05:00 PM,Business,02:13:00 PM,Whitebridge,Hazelwood,3,Errand/Supplies
06-06-2016 16:16,04:16:00 PM,06-06-2016 16:24,04:05:00 PM,Business,11:29:00 PM,Hazelwood,Whitebridge,2.4,Errand/Supplies
06-06-2016 20:06,08:06:00 PM,06-06-2016 20:20,05:05:00 PM,Business,11:49:00 PM,Cary,Apex,5.7,Meal/Entertain
06-06-2016 21:08,09:08:00 PM,06-06-2016 21:37,06:05:00 PM,Business,08:59:00 PM,Apex,Cary,7.2,Meal/Entertain
06-06-2016 21:41,09:41:00 PM,06-06-2016 22:00,07:05:00 PM,Business,08:57:00 PM,Cary,Durham,10.4,Meeting
06-06-2016 23:34,11:34:00 PM,06-06-2016 23:48,08:05:00 PM,Business,09:24:00 PM,Durham,Cary,9.9,Meeting
06-07-2016 21:42,09:42:00 PM,06-07-2016 22:00,09:05:00 PM,Business,08:31:00 PM,Cary,Durham,10.4,Meeting
06-07-2016 23:41,11:41:00 PM,06-08-2016 00:04,10:05:00 PM,Business,11:23:00 PM,Durham,Cary,9.9,Meeting
06-08-2016 08:23,08:23:00 AM,06-08-2016 08:53,11:05:00 PM,Business,10:24:00 PM,Cary,Morrisville,8.7,Meal/Entertain
06-08-2016 12:04,12:04:00 PM,06-08-2016 13:01,12:05:00 AM,Business,02:42:00 PM,Jamaica,New York,22.3,Errand/Supplies
06-08-2016 13:12,01:12:00 PM,06-08-2016 13:29,01:05:00 AM,Business,12:01:00 PM,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
06-08-2016 14:31,02:31:00 PM,06-08-2016 14:37,02:05:00 AM,Business,11:53:00 AM,Medical Centre,Tudor City,0.7,Errand/Supplies
06-08-2016 16:55,04:55:00 PM,06-08-2016 17:11,03:05:00 AM,Business,11:34:00 AM,Rose Hill,Soho,2.5,Meal/Entertain
06-08-2016 17:16,05:16:00 PM,06-08-2016 17:18,04:05:00 AM,Business,10:10:00 AM,Soho,Tribeca,0.5,Errand/Supplies
06-08-2016 17:59,05:59:00 PM,06-08-2016 18:05,05:05:00 AM,Business,10:49:00 AM,Tribeca,Financial District,0.9,Errand/Supplies
06-08-2016 20:11,08:11:00 PM,06-08-2016 20:25,06:05:00 AM,Business,11:06:00 AM,Financial District,Kips Bay,4.8,Errand/Supplies
06-10-2016 15:19,03:19:00 PM,06-10-2016 16:28,07:05:00 AM,Business,09:54:00 AM,New York,Jamaica,16.3,Meeting
06-10-2016 21:47,09:47:00 PM,06-10-2016 22:04,08:05:00 AM,Business,03:46:00 PM,Cary,Durham,10.4,Meeting
06-10-2016 23:53,11:53:00 PM,06-11-2016 00:01,09:05:00 AM,Business,10:18:00 AM,Durham,Cary,9.9,Meeting
06-11-2016 17:08,05:08:00 PM,06-11-2016 17:16,10:05:00 AM,Business,09:12:00 AM,Cary,Morrisville,3.7,Errand/Supplies
06-11-2016 17:34,05:34:00 PM,06-11-2016 17:39,11:05:00 AM,Business,04:57:00 PM,Morrisville,Cary,4.6,Meal/Entertain
06-11-2016 17:50,05:50:00 PM,06-11-2016 17:56,12:05:00 PM,Business,05:31:00 PM,Westpark Place,Whitebridge,1.7,
06-11-2016 21:45,09:45:00 PM,06-11-2016 22:04,01:05:00 PM,Business,06:15:00 PM,Cary,Durham,10.4,Meeting
06-11-2016 23:39,11:39:00 PM,06-12-2016 00:05,02:05:00 PM,Business,03:20:00 PM,Durham,Cary,9.9,Meeting
06-12-2016 19:53,07:53:00 PM,06-12-2016 19:56,03:05:00 PM,Business,02:26:00 PM,Cary,Morrisville,2.5,Meal/Entertain
06-12-2016 20:05,08:05:00 PM,06-12-2016 20:16,04:05:00 PM,Business,07:12:00 PM,Morrisville,Cary,4.3,Errand/Supplies
06-12-2016 21:58,09:58:00 PM,06-12-2016 22:19,05:05:00 PM,Business,08:00:00 PM,Parkway,Whitebridge,2.8,Errand/Supplies
13-06-2016,05:23:00 AM,6/13/2016 5:42,06:05:00 PM,Business,07:07:00 PM,Cary,Morrisville,8.4,Meal/Entertain
13-06-2016,02:17:00 PM,6/13/2016 14:46,07:05:00 PM,Business,12:42:00 PM,Oakland,Emeryville,13.2,Meeting
13-06-2016,06:08:00 PM,6/13/2016 18:47,08:05:00 PM,Business,04:48:00 AM,Emeryville,Berkeley,3.9,Meal/Entertain
13-06-2016,06:54:00 PM,6/13/2016 19:23,09:05:00 PM,Business,01:57:00 AM,Berkeley,Oakland,5.1,Meal/Entertain
13-06-2016,08:00:00 PM,6/13/2016 20:05,10:05:00 PM,Business,02:11:00 AM,Oakland,Unknown Location,5.2,Customer Visit
14-06-2016,12:03:00 PM,6/14/2016 12:21,11:05:00 PM,Business,02:05:00 AM,Emeryville,San Francisco,9.8,
14-06-2016,04:09:00 PM,6/14/2016 16:39,12:05:00 AM,Business,11:02:00 AM,San Francisco,Emeryville,11.6,Meeting
14-06-2016,05:15:00 PM,6/14/2016 17:24,01:05:00 AM,Business,07:56:00 AM,Emeryville,Oakland,5.1,Meeting
14-06-2016,05:27:00 PM,6/14/2016 17:57,02:05:00 AM,Business,07:50:00 AM,Downtown,Bay Farm Island,9.3,Errand/Supplies
15-06-2016,01:46:00 AM,6/15/2016 2:06,03:05:00 AM,Business,08:38:00 AM,Kenner,New Orleans,12.4,Between Offices
15-06-2016,03:26:00 PM,6/15/2016 15:34,04:05:00 AM,Business,01:19:00 AM,CBD,Lower Garden District,1.9,Between Offices
15-06-2016,04:37:00 PM,6/15/2016 17:02,05:05:00 AM,Business,12:39:00 PM,Lower Garden District,Lakeview,6.4,Customer Visit
15-06-2016,05:29:00 PM,6/15/2016 17:49,06:05:00 AM,Personal,12:28:00 PM,Lakeview,Storyville,5.5,
15-06-2016,07:52:00 PM,6/15/2016 19:58,07:05:00 AM,Business,12:36:00 PM,Storyville,Faubourg Marigny,1.5,Meal/Entertain
16-06-2016,01:36:00 PM,6/16/2016 14:30,08:05:00 AM,Business,11:13:00 AM,New Orleans,Metairie,14.5,
16-06-2016,02:42:00 PM,6/16/2016 14:46,09:05:00 AM,Business,06:29:00 PM,Metairie,Kenner,2.7,
16-06-2016,03:17:00 PM,6/16/2016 15:41,10:05:00 AM,Business,06:23:00 PM,Kenner,New Orleans,15,
16-06-2016,07:39:00 PM,6/16/2016 19:56,11:05:00 AM,Business,06:48:00 PM,New Orleans,Kenner,12.9,
16-06-2016,09:43:00 PM,6/16/2016 21:56,12:05:00 PM,Business,03:26:00 PM,Kenner,New Orleans,13.6,
17-06-2016,04:11:00 PM,6/17/2016 16:44,01:05:00 PM,Business,02:22:00 PM,New Orleans,Kenner,12.2,
18-06-2016,12:29:00 AM,6/18/2016 0:51,02:05:00 PM,Business,08:54:00 PM,Morrisville,Cary,8.7,
19-06-2016,02:39:00 AM,6/19/2016 2:50,03:05:00 PM,Business,01:36:00 PM,Cary,Raleigh,6,
19-06-2016,05:51:00 AM,6/19/2016 6:00,04:05:00 PM,Business,12:26:00 PM,Raleigh,Cary,5.9,
21-06-2016,03:39:00 PM,6/21/2016 16:08,05:05:00 PM,Business,10:14:00 AM,Cary,Raleigh,19.3,
21-06-2016,05:11:00 PM,6/21/2016 18:02,06:05:00 PM,Business,01:26:00 AM,Raleigh,Cary,16.6,Meal/Entertain
24-06-2016,10:41:00 AM,6/24/2016 10:57,07:05:00 PM,Business,12:54:00 AM,Whitebridge,Waverly Place,7.1,Meal/Entertain
24-06-2016,11:54:00 AM,6/24/2016 12:01,08:05:00 PM,Business,08:24:00 AM,Waverly Place,Macgregor Downs,2.1,Meal/Entertain
24-06-2016,12:19:00 PM,6/24/2016 12:37,09:05:00 PM,Business,08:11:00 AM,Cary,Raleigh,8.6,Errand/Supplies
24-06-2016,12:50:00 PM,6/24/2016 13:12,10:05:00 PM,Business,08:46:00 AM,Raleigh,Morrisville,9,Errand/Supplies
24-06-2016,01:18:00 PM,6/24/2016 13:27,11:05:00 PM,Business,09:15:00 AM,Morrisville,Cary,3.1,Errand/Supplies
24-06-2016,02:01:00 PM,6/24/2016 14:20,12:05:00 AM,Business,09:47:00 AM,Cary,Morrisville,8.4,Temporary Site
24-06-2016,08:44:00 PM,6/24/2016 21:02,01:05:00 AM,Business,10:04:00 AM,Kenner,New Orleans,12.8,
25-06-2016,09:03:00 AM,6/25/2016 9:12,02:05:00 AM,Business,04:21:00 AM,CBD,Bywater,4.5,
25-06-2016,09:15:00 AM,6/25/2016 10:08,03:05:00 AM,Business,05:02:00 PM,New Orleans,Chalmette,11.8,Between Offices
25-06-2016,10:18:00 AM,6/25/2016 10:25,04:05:00 AM,Business,05:50:00 PM,Chalmette,Arabi,1.1,Errand/Supplies
25-06-2016,10:50:00 AM,6/25/2016 11:18,05:05:00 AM,Business,05:47:00 PM,Arabi,Metairie,17,Meal/Entertain
25-06-2016,11:25:00 AM,6/25/2016 11:34,06:05:00 AM,Business,06:15:00 PM,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting
25-06-2016,11:53:00 AM,6/25/2016 13:21,07:05:00 AM,Business,06:40:00 PM,Metairie,New Orleans,15.5,Meeting
25-06-2016,07:47:00 PM,6/25/2016 19:58,08:05:00 AM,Business,07:12:00 PM,Storyville,Marigny,1.6,
25-06-2016,11:19:00 PM,6/25/2016 23:26,09:05:00 AM,Business,12:18:00 PM,Marigny,Storyville,1.5,
26-06-2016,05:43:00 PM,6/26/2016 18:18,10:05:00 AM,Business,09:46:00 AM,New Orleans,Kenner,12.6,Meeting
26-06-2016,06:45:00 PM,6/26/2016 19:12,11:05:00 AM,Business,04:22:00 PM,Pontchartrain Shores,Pontchartrain Shores,4.8,
26-06-2016,07:41:00 PM,6/26/2016 19:50,12:05:00 PM,Business,04:20:00 PM,Kenner,Kenner,2.2,
26-06-2016,09:14:00 PM,6/26/2016 21:42,01:05:00 PM,Business,04:24:00 PM,Kenner,New Orleans,13,
27-06-2016,07:37:00 AM,6/27/2016 8:48,02:05:00 PM,Business,03:51:00 PM,New Orleans,Covington,46.9,
27-06-2016,08:51:00 AM,6/27/2016 9:00,03:05:00 PM,Business,06:28:00 AM,Covington,Covington,2.5,
27-06-2016,09:05:00 AM,6/27/2016 9:33,04:05:00 PM,Business,06:14:00 AM,Covington,Covington,8.6,
27-06-2016,09:43:00 AM,6/27/2016 10:08,05:05:00 PM,Business,07:00:00 AM,Covington,Covington,5.2,
27-06-2016,10:22:00 AM,6/27/2016 10:39,06:05:00 PM,Business,07:22:00 AM,Covington,Covington,7.6,
27-06-2016,10:51:00 AM,6/27/2016 10:58,07:05:00 PM,Business,07:43:00 AM,Covington,Covington,1.8,
27-06-2016,11:06:00 AM,6/27/2016 11:24,08:05:00 PM,Business,08:14:00 AM,Covington,Mandeville,4.7,
27-06-2016,11:30:00 AM,6/27/2016 11:42,09:05:00 PM,Business,08:59:00 AM,Mandeville,Mandeville,2.8,
27-06-2016,12:22:00 PM,6/27/2016 13:02,10:05:00 PM,Business,09:35:00 AM,Mandeville,Metairie,30,
27-06-2016,01:56:00 PM,6/27/2016 14:05,11:05:00 PM,Business,09:43:00 AM,Metairie,Kenner,4.4,
27-06-2016,09:09:00 PM,6/27/2016 21:19,12:05:00 AM,Business,09:09:00 AM,Jamestown Court,Jamestown Court,1,
28-06-2016,12:48:00 AM,6/28/2016 1:05,01:05:00 AM,Business,02:56:00 AM,Morrisville,Cary,8.2,Customer Visit
28-06-2016,08:13:00 PM,6/28/2016 20:33,02:05:00 AM,Business,12:17:00 AM,Cary,Durham,10.4,Meeting
28-06-2016,11:34:00 PM,6/28/2016 23:59,03:05:00 AM,Business,05:52:00 AM,Durham,Cary,9.9,Meeting
28-06-2016,11:34:00 PM,6/28/2016 23:59,04:05:00 AM,Business,03:31:00 AM,Durham,Cary,9.9,Meeting
29-06-2016,08:56:00 AM,6/29/2016 9:24,05:05:00 AM,Business,04:31:00 AM,Cary,Morrisville,7.3,
29-06-2016,10:22:00 AM,6/29/2016 10:38,06:05:00 AM,Business,08:09:00 PM,Morrisville,Cary,7.4,
29-06-2016,11:49:00 AM,6/29/2016 11:51,07:05:00 AM,Business,07:43:00 PM,Whitebridge,Westpark Place,1.6,
29-06-2016,12:11:00 PM,6/29/2016 12:16,08:05:00 AM,Business,07:16:00 PM,Westpark Place,Whitebridge,1.8,
29-06-2016,08:11:00 PM,6/29/2016 20:29,09:05:00 AM,Business,07:54:00 PM,Cary,Durham,10.4,Meeting
29-06-2016,11:38:00 PM,6/30/2016 0:00,10:05:00 AM,Business,12:54:00 PM,Durham,Cary,9.9,Meeting
30-06-2016,08:09:00 PM,6/30/2016 20:26,11:05:00 AM,Business,10:27:00 AM,Cary,Durham,9.9,Meeting
07-01-2016 00:00,12:00:00 AM,07-01-2016 00:25,12:05:00 PM,Business,02:56:00 PM,Durham,Cary,9.9,Meeting
07-01-2016 09:34,09:34:00 AM,07-01-2016 09:57,01:05:00 PM,Business,12:05:00 PM,Cary,Raleigh,13.3,Meeting
07-01-2016 12:36,12:36:00 PM,07-01-2016 13:00,02:05:00 PM,Business,03:31:00 AM,Raleigh,Cary,11.3,Meeting
07-01-2016 20:06,08:06:00 PM,07-01-2016 20:24,03:05:00 PM,Business,01:29:00 AM,Cary,Durham,10.5,Meeting
07-01-2016 23:48,11:48:00 PM,07-02-2016 00:09,04:05:00 PM,Business,06:59:00 PM,Durham,Cary,9.9,Meeting
07-02-2016 20:18,08:18:00 PM,07-02-2016 20:36,05:05:00 PM,Business,04:17:00 PM,Cary,Durham,10.1,Meeting
07-02-2016 23:48,11:48:00 PM,07-03-2016 00:12,06:05:00 PM,Business,08:47:00 PM,Durham,Cary,9.9,Meeting
07-03-2016 00:28,12:28:00 AM,07-03-2016 00:38,07:05:00 PM,Business,06:17:00 PM,Cary,Morrisville,3.1,Errand/Supplies
07-03-2016 03:02,03:02:00 AM,07-03-2016 03:08,08:05:00 PM,Business,06:37:00 PM,Morrisville,Cary,3.1,Errand/Supplies
07-03-2016 20:00,08:00:00 PM,07-03-2016 20:18,09:05:00 PM,Business,05:03:00 PM,Cary,Durham,9.9,Meeting
07-04-2016 00:32,12:32:00 AM,07-04-2016 00:47,10:05:00 PM,Business,01:05:00 AM,Durham,Cary,9.9,Meeting
07-04-2016 17:31,05:31:00 PM,07-04-2016 17:49,11:05:00 PM,Business,09:33:00 PM,Whitebridge,Summerwinds,8.8,Meeting
07-04-2016 18:23,06:23:00 PM,07-04-2016 18:49,12:05:00 AM,Business,05:34:00 AM,Summerwinds,Whitebridge,8.7,Temporary Site
07-04-2016 20:00,08:00:00 PM,07-04-2016 20:17,01:05:00 AM,Business,05:42:00 AM,Cary,Durham,11.8,Meeting
07-05-2016 00:00,12:00:00 AM,07-05-2016 00:05,02:05:00 AM,Business,05:05:00 AM,Parkwood,Parkwood,1.2,Errand/Supplies
07-05-2016 00:08,12:08:00 AM,07-05-2016 00:28,03:05:00 AM,Business,02:05:00 AM,Durham,Cary,9.9,Meeting
07-05-2016 16:48,04:48:00 PM,07-05-2016 16:52,04:05:00 AM,Business,02:57:00 AM,Whitebridge,Whitebridge,0.6,Errand/Supplies
07-05-2016 20:06,08:06:00 PM,07-05-2016 20:26,05:05:00 AM,Business,11:17:00 AM,Cary,Durham,9.9,
07-05-2016 22:41,10:41:00 PM,07-05-2016 23:02,06:05:00 AM,Business,08:59:00 AM,Durham,Morrisville,8.6,
07-06-2016 00:33,12:33:00 AM,07-06-2016 00:53,07:05:00 AM,Business,07:24:00 AM,Morrisville,Cary,6.3,Meal/Entertain
07-06-2016 09:06,09:06:00 AM,07-06-2016 09:25,08:05:00 AM,Business,06:32:00 AM,Cary,Durham,9.9,Meeting
07-06-2016 12:48,12:48:00 PM,07-06-2016 13:08,09:05:00 AM,Business,10:59:00 PM,Durham,Cary,9.9,
07-06-2016 20:04,08:04:00 PM,07-06-2016 20:14,10:05:00 AM,Business,08:17:00 PM,Cary,Morrisville,3.3,Meal/Entertain
07-06-2016 23:46,11:46:00 PM,07-06-2016 23:59,11:05:00 AM,Business,02:01:00 PM,Morrisville,Cary,3.1,Customer Visit
07-07-2016 08:22,08:22:00 AM,07-07-2016 08:50,12:05:00 PM,Business,11:19:00 AM,Cary,Morrisville,7.9,Temporary Site
07-07-2016 10:27,10:27:00 AM,07-07-2016 10:33,01:05:00 PM,Business,03:43:00 AM,Morrisville,Cary,8.9,
07-07-2016 12:59,12:59:00 PM,07-07-2016 13:35,02:05:00 PM,Business,02:38:00 AM,Kenner,New Orleans,12.8,
07-08-2016 09:50,09:50:00 AM,07-08-2016 10:13,03:05:00 PM,Business,01:06:00 AM,CBD,Pontchartrain Beach,7.7,
07-08-2016 10:51,10:51:00 AM,07-08-2016 11:12,04:05:00 PM,Business,05:15:00 AM,Pontchartrain Beach,CBD,7,
07-08-2016 13:48,01:48:00 PM,07-08-2016 14:11,05:05:00 PM,Business,05:14:00 AM,New Orleans,Metairie,12.5,
07-08-2016 17:11,05:11:00 PM,07-08-2016 17:30,06:05:00 PM,Business,03:17:00 AM,Kenner,New Orleans,13.2,
07-09-2016 09:03,09:03:00 AM,07-09-2016 09:46,07:05:00 PM,Business,12:54:00 AM,New Orleans,Kenner,13,
07-09-2016 09:52,09:52:00 AM,07-09-2016 10:06,08:05:00 PM,Business,10:02:00 AM,Kenner,Metairie,4.9,
07-09-2016 10:15,10:15:00 AM,07-09-2016 10:33,09:05:00 PM,Business,10:13:00 AM,Metairie,New Orleans,8.5,
07-10-2016 14:10,02:10:00 PM,07-10-2016 14:17,10:05:00 PM,Business,10:50:00 AM,CBD,St Thomas,1.3,
07-10-2016 16:04,04:04:00 PM,07-10-2016 16:15,11:05:00 PM,Business,07:55:00 AM,St Thomas,CBD,1.8,
07-10-2016 18:05,06:05:00 PM,07-10-2016 18:21,12:05:00 AM,Business,07:01:00 AM,New Orleans,Kenner,13.6,
07-10-2016 19:51,07:51:00 PM,07-10-2016 20:08,01:05:00 AM,Business,06:00:00 AM,Kenner,New Orleans,13.4,
07-12-2016 16:10,04:10:00 PM,07-12-2016 16:45,02:05:00 AM,Business,05:14:00 AM,New Orleans,Kenner,12.3,
07-12-2016 19:21,07:21:00 PM,07-12-2016 19:26,03:05:00 AM,Personal,09:55:00 AM,Kenner,Kenner,1.4,
07-12-2016 23:47,11:47:00 PM,7/13/2016 0:11,04:05:00 AM,Personal,07:44:00 AM,Morrisville,Cary,8.7,
13-07-2016,12:39:00 PM,7/13/2016 13:20,05:05:00 AM,Personal,04:18:00 AM,Cary,Morrisville,23.5,
13-07-2016,01:25:00 PM,7/13/2016 13:39,06:05:00 AM,Personal,04:26:00 PM,Morrisville,Morrisville,2.2,
13-07-2016,01:42:00 PM,7/13/2016 13:54,07:05:00 AM,Personal,04:40:00 PM,Morrisville,Cary,4.4,
14-07-2016,03:51:00 PM,7/14/2016 15:59,08:05:00 AM,Personal,05:23:00 PM,Cary,Morrisville,3.3,
14-07-2016,04:03:00 PM,7/14/2016 16:34,09:05:00 AM,Business,04:14:00 PM,Morrisville,Morrisville,11.8,Errand/Supplies
14-07-2016,04:39:00 PM,7/14/2016 20:05,10:05:00 AM,Business,05:02:00 PM,Morrisville,Banner Elk,195.3,
15-07-2016,11:32:00 AM,7/15/2016 11:53,11:05:00 AM,Personal,05:26:00 PM,Banner Elk,Banner Elk,8.3,
15-07-2016,12:09:00 PM,7/15/2016 12:19,12:05:00 PM,Personal,11:33:00 PM,Banner Elk,Banner Elk,3.2,
15-07-2016,12:35:00 PM,7/15/2016 13:15,01:05:00 PM,Personal,11:56:00 PM,Banner Elk,Elk Park,22.4,
15-07-2016,03:03:00 PM,7/15/2016 15:33,02:05:00 PM,Personal,12:30:00 AM,Elk Park,Banner Elk,12.2,
15-07-2016,03:40:00 PM,7/15/2016 15:52,03:05:00 PM,Personal,11:02:00 PM,Banner Elk,Banner Elk,4.5,
16-07-2016,01:14:00 PM,7/16/2016 14:10,04:05:00 PM,Personal,11:25:00 PM,Banner Elk,Newland,28.1,
16-07-2016,02:14:00 PM,7/16/2016 14:30,05:05:00 PM,Personal,02:51:00 AM,Newland,Newland,3.8,
16-07-2016,03:29:00 PM,7/16/2016 16:57,06:05:00 PM,Personal,02:51:00 AM,Newland,Boone,41.9,
16-07-2016,07:42:00 PM,7/16/2016 20:35,07:05:00 PM,Personal,02:36:00 AM,Boone,Banner Elk,23.8,
16-07-2016,09:45:00 PM,7/16/2016 22:18,08:05:00 PM,Personal,11:23:00 PM,Banner Elk,Banner Elk,13,
16-07-2016,10:50:00 PM,7/16/2016 23:03,09:05:00 PM,Business,10:20:00 PM,Banner Elk,Banner Elk,4.4,Errand/Supplies
17-07-2016,11:23:00 AM,7/17/2016 11:50,10:05:00 PM,Personal,10:15:00 PM,Banner Elk,Boone,15.1,Charity ($)
17-07-2016,12:20:00 PM,7/17/2016 15:25,11:05:00 PM,Personal,10:42:00 AM,Boone,Cary,180.2,Commute
18-07-2016,10:37:00 AM,7/18/2016 10:49,12:05:00 AM,Personal,10:45:00 AM,Cary,Morrisville,4.1,Moving
18-07-2016,10:54:00 AM,7/18/2016 11:15,01:05:00 AM,Personal,01:28:00 PM,Morrisville,Cary,6.1,Moving
18-07-2016,11:25:00 AM,7/18/2016 11:36,02:05:00 AM,Personal,02:11:00 PM,Northwoods,Preston,3.3,Moving
18-07-2016,11:40:00 AM,7/18/2016 11:56,03:05:00 AM,Personal,02:40:00 PM,Preston,Whitebridge,4.7,Moving
18-07-2016,05:12:00 PM,7/18/2016 17:33,04:05:00 AM,Business,03:25:00 PM,Cary,Apex,7.2,Meeting
18-07-2016,06:32:00 PM,7/18/2016 18:47,05:05:00 AM,Business,10:53:00 AM,Apex,Cary,5.5,Meal/Entertain
18-07-2016,07:07:00 PM,7/18/2016 19:14,06:05:00 AM,Business,10:33:00 AM,Cary,Morrisville,3.3,Meal/Entertain
18-07-2016,08:28:00 PM,7/18/2016 20:32,07:05:00 AM,Business,10:58:00 AM,Hazelwood,Weston,0.9,Errand/Supplies
18-07-2016,09:11:00 PM,7/18/2016 21:19,08:05:00 AM,Business,10:37:00 AM,Morrisville,Cary,3.8,Meal/Entertain
19-07-2016,10:35:00 AM,7/19/2016 10:51,09:05:00 AM,Business,10:54:00 AM,Whitebridge,Stonewater,6.4,Customer Visit
19-07-2016,10:56:00 AM,7/19/2016 11:11,10:05:00 AM,Business,10:30:00 PM,Stonewater,Lexington Park at Amberly,3,Meeting
19-07-2016,11:30:00 AM,7/19/2016 12:00,11:05:00 AM,Business,11:09:00 PM,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain
19-07-2016,05:14:00 PM,7/19/2016 17:24,12:05:00 PM,Business,11:35:00 PM,Whitebridge,Chessington,3.9,Errand/Supplies
19-07-2016,05:50:00 PM,7/19/2016 18:08,01:05:00 PM,Personal,06:51:00 PM,Chessington,Whitebridge,4.8,
20-07-2016,05:12:00 PM,7/20/2016 17:24,02:05:00 PM,Personal,07:15:00 PM,Whitebridge,Edgehill Farms,2.8,
20-07-2016,05:50:00 PM,7/20/2016 17:57,03:05:00 PM,Personal,08:53:00 PM,Edgehill Farms,Preston,1.4,
20-07-2016,06:16:00 PM,7/20/2016 18:20,04:05:00 PM,Personal,09:15:00 PM,Preston,Whitebridge,1.4,
21-07-2016,05:17:00 PM,7/21/2016 17:23,05:05:00 PM,Business,09:49:00 PM,Whitebridge,Edgehill Farms,2.7,
21-07-2016,05:42:00 PM,7/21/2016 17:51,06:05:00 PM,Business,11:48:00 PM,Edgehill Farms,Burtrose,2.3,
21-07-2016,06:27:00 PM,7/21/2016 18:42,07:05:00 PM,Business,12:23:00 AM,Cary,Morrisville,3.7,
21-07-2016,07:30:00 PM,7/21/2016 19:39,08:05:00 PM,Business,12:38:00 AM,Morrisville,Cary,2.9,
22-07-2016,10:42:00 AM,7/22/2016 10:53,09:05:00 PM,Business,12:35:00 AM,Cary,Morrisville,3.8,
22-07-2016,11:11:00 AM,7/22/2016 11:25,10:05:00 PM,Business,10:23:00 AM,Morrisville,Cary,5.1,
22-07-2016,11:37:00 AM,7/22/2016 12:00,11:05:00 PM,Business,10:54:00 AM,Hazelwood,Lexington Park at Amberly,9.1,
22-07-2016,12:14:00 PM,7/22/2016 12:31,12:05:00 AM,Business,11:28:00 AM,Cary,Durham,8,
22-07-2016,01:21:00 PM,7/22/2016 13:42,01:05:00 AM,Business,11:51:00 AM,Durham,Cary,9.9,Meeting
22-07-2016,02:27:00 PM,7/22/2016 14:43,02:05:00 AM,Business,11:44:00 AM,Cary,Morrisville,6.1,Meal/Entertain
22-07-2016,03:49:00 PM,7/22/2016 16:22,03:05:00 AM,Business,11:38:00 AM,Morrisville,Cary,12.2,
22-07-2016,06:33:00 PM,7/22/2016 18:51,04:05:00 AM,Business,11:16:00 AM,Wayne Ridge,Whitebridge,8,
23-07-2016,02:27:00 PM,7/23/2016 14:44,05:05:00 AM,Business,09:32:00 AM,Cary,Morrisville,4,
23-07-2016,02:48:00 PM,7/23/2016 15:12,06:05:00 AM,Business,02:38:00 PM,Morrisville,Cary,9.5,
23-07-2016,03:15:00 PM,7/23/2016 15:27,07:05:00 AM,Business,03:17:00 PM,Cary,Morrisville,3,
23-07-2016,03:50:00 PM,7/23/2016 16:10,08:05:00 AM,Business,03:50:00 PM,Morrisville,Cary,6.3,
23-07-2016,08:17:00 PM,7/23/2016 20:33,09:05:00 AM,Business,04:15:00 PM,Cary,Durham,10.4,Meeting
23-07-2016,11:18:00 PM,7/23/2016 23:43,10:05:00 AM,Business,12:48:00 PM,Durham,Cary,9.9,Meeting
